"mietekalt","qm_Preis","wohnflaeche","alter","objektzustand","zimmeranzahl","balkon","einbaukueche","keller","ausstattung","ausstattung_kat","aufzug","gaestewc","garten","heizungsart","barrierefrei","Einstellungsdatum","Einstellungsmonat"
400,6.89655160903931,58,NA,NA,2.5,0,1,1,1,1,0,0,1,NA,0,2019-01-01,"01"
487,8.25423717498779,59,55,NA,2,1,0,1,0,0,0,0,0,13,0,2019-02-01,"02"
560,7,80,NA,NA,2,1,0,1,0,0,1,0,0,NA,0,2019-02-01,"02"
494,9.5,52,7,3,2,1,0,1,1,2,1,0,1,NA,1,2019-10-01,"10"
680,9.18918895721436,74,52,3,3,0,1,1,0,0,0,0,0,13,1,2019-12-01,"12"
690,14.0816326141357,49,1,1,2,1,1,0,1,2,0,0,0,5,1,2019-08-01,"08"
367,5.32269763946533,68.9499969482422,56,NA,3,1,0,1,0,0,0,0,0,4,0,2019-07-01,"07"
730,7.68421030044556,95,56,7,4,1,0,1,1,2,0,0,0,13,0,2019-11-01,"11"
290,8.52941131591797,34,NA,NA,1,1,1,0,1,2,1,0,0,3,0,2019-08-01,"08"
750,9.375,80,48,7,3,1,1,1,1,2,0,0,1,3,0,2019-11-01,"11"
690,7.84090900421143,88,46,5,4,1,0,1,1,1,0,1,1,6,0,2019-12-01,"12"
555.9,8.59993839263916,64.6399993896484,60,NA,3,1,0,1,0,0,0,0,0,13,0,2019-11-01,"11"
287.8,4.65545129776001,61.8199996948242,40,NA,2,1,0,1,0,0,1,0,0,13,0,2019-06-01,"06"
388.69,6.76100158691406,57.4900016784668,63,NA,2,1,0,1,0,0,0,0,0,13,0,2019-03-01,"03"
470,7.63979196548462,61.5200004577637,57,2,3,1,0,1,0,0,0,0,0,4,0,2019-03-01,"03"
330,6.875,48,NA,NA,2,0,0,0,0,0,0,0,0,NA,0,2019-04-01,"04"
690,8.11764717102051,85,23,7,3,1,1,1,1,2,0,0,0,6,0,2019-06-01,"06"
480,7.27272748947144,66,25,7,2,1,0,1,1,1,0,0,0,13,0,2019-07-01,"07"
798,9.5,84,1,1,2,1,0,1,1,2,0,1,1,5,0,2019-12-01,"12"
950,10.0274438858032,94.7399978637695,110,1,3,1,0,1,0,0,0,0,0,13,0,2019-09-01,"09"
1250,9.46969699859619,132,25,2,4,1,0,1,1,2,0,0,0,6,0,2019-02-01,"02"
1000,7.40740728378296,135,NA,NA,3.5,1,1,0,0,0,0,1,0,NA,0,2019-02-01,"02"
615,9.7619047164917,63,NA,2,3,0,0,1,1,2,0,0,1,3,0,2019-12-01,"12"
768,8,96,33,7,3,1,1,1,1,2,1,0,0,4,1,2019-07-01,"07"
578.92,7.61736822128296,76,50,NA,3,1,0,1,0,0,0,0,0,13,0,2019-01-01,"01"
666,8.22222232818604,81,56,6,3,1,1,1,1,2,0,0,0,13,0,2019-04-01,"04"
340,5.86206912994385,58,130,7,2,1,1,1,1,1,0,0,0,6,0,2017-07-01,"07"
1450,11.6000003814697,125,4,3,3,1,1,1,0,0,1,1,1,13,1,2019-06-01,"06"
695,9.26666641235352,75,112,NA,3,1,0,0,0,0,0,0,0,NA,0,2019-09-01,"09"
489,6.75414371490479,72.4000015258789,54,7,3,1,0,0,0,0,0,0,0,13,0,2019-01-01,"01"
400,7.27272748947144,55,NA,NA,2,0,1,1,0,0,0,0,1,NA,0,2019-10-01,"10"
684,7.59999990463257,90,58,5,4,1,0,1,1,1,0,1,1,13,0,2019-06-01,"06"
500,10.4166669845581,48,NA,NA,2,1,1,0,0,0,0,0,0,2,0,2019-01-01,"01"
580,7.94520568847656,73,58,7,3,1,1,1,1,2,0,0,0,3,0,2019-02-01,"02"
600,9.67741966247559,62,7,7,2,1,1,1,1,2,1,0,0,13,1,2019-11-01,"11"
534,7.52112674713135,71,55,NA,3,1,0,1,0,0,0,0,0,13,0,2019-03-01,"03"
538,7.57746458053589,71,56,NA,3,0,0,1,0,0,0,0,0,13,0,2018-12-01,"12"
395,8.77777767181396,45,50,6,1,1,0,1,1,2,0,0,0,10,0,2019-10-01,"10"
645,7.67857122421265,84,61,5,4,1,0,1,1,2,0,0,1,3,0,2019-04-01,"04"
505,7.50706148147583,67.2699966430664,22,3,2,1,1,0,1,1,0,0,0,4,0,2018-12-01,"12"
550,10,55,115,NA,2,0,1,0,0,0,0,0,0,4,0,2019-06-01,"06"
554,7.80281686782837,71,56,NA,3,0,0,1,0,0,0,0,0,13,0,2019-02-01,"02"
510,6.14457845687866,83,NA,NA,3,1,1,1,0,0,0,0,0,6,0,2019-07-01,"07"
950,8.6363639831543,110,120,4,3,1,0,1,0,0,0,1,0,13,0,2019-06-01,"06"
479,6.56794166564941,72.9300003051758,49,7,3.5,1,0,0,0,0,1,0,0,NA,0,2019-05-01,"05"
384.81,4.83004903793335,79.6699981689453,19,NA,3,0,0,1,1,1,1,0,0,13,1,2018-09-01,"09"
460,7.07692289352417,65,NA,NA,2,0,0,0,0,0,0,0,0,3,0,2019-12-01,"12"
590,7.86666679382324,75,23,7,2,1,1,1,1,2,0,0,0,6,0,2019-03-01,"03"
320,8,40,50,7,1,0,1,1,1,2,1,0,0,3,1,2019-09-01,"09"
675,8.65384578704834,78,64,5,3,0,0,1,0,0,0,0,1,4,0,2019-04-01,"04"
245,7,35,58,5,1,0,0,0,1,1,0,0,0,13,0,2019-01-01,"01"
377,6.85454559326172,55,63,7,3,0,0,1,0,0,0,0,0,13,0,2018-12-01,"12"
650,7.22222232818604,90,52,7,3,1,0,0,1,1,0,1,0,NA,0,2019-08-01,"08"
359,5.44764804840088,65.9000015258789,53,7,2,1,0,1,0,0,0,0,0,13,0,2019-08-01,"08"
600,10,60,NA,4,3,0,0,0,0,0,0,0,0,4,0,2019-07-01,"07"
575,8.5122127532959,67.5500030517578,12,NA,2,1,0,1,0,0,0,0,0,13,1,2019-07-01,"07"
580,6.90476179122925,84,46,NA,3,0,0,0,0,0,0,1,0,6,0,2019-11-01,"11"
660,7.17391300201416,92,28,7,2,1,0,0,0,0,0,1,0,13,0,2019-02-01,"02"
840,9.43820190429688,89,28,4,3,0,0,1,0,0,1,1,0,13,0,2019-06-01,"06"
270,7.7142858505249,35,NA,7,1,0,1,0,1,2,0,0,0,13,0,2019-11-01,"11"
990,8.11475372314453,122,22,7,3,1,0,1,1,2,0,1,0,6,0,2019-07-01,"07"
442,5.05200624465942,87.4899978637695,53,5,4,1,0,1,0,0,0,1,0,3,0,2019-05-01,"05"
240,10,24,114,NA,1,0,1,0,1,1,0,0,1,6,0,2019-04-01,"04"
494,9.0542516708374,54.560001373291,61,NA,2,1,0,1,0,0,0,0,0,3,0,2019-07-01,"07"
415,6.69354820251465,62,39,7,2,1,1,1,1,1,0,0,0,13,0,2019-02-01,"02"
635,10.5833330154419,60,33,NA,2,1,1,1,0,0,1,0,0,13,1,2019-09-01,"09"
480,7.27272748947144,66,25,7,2,1,0,1,1,1,0,0,0,13,0,2019-07-01,"07"
214.91,4.76202058792114,45.1300010681152,31,7,2,1,1,1,0,0,1,0,0,6,0,2019-04-01,"04"
1030,7.62962961196899,135,NA,NA,3.5,1,1,0,0,0,0,1,0,NA,0,2019-08-01,"08"
374,7.05660390853882,53,45,5,2,1,1,1,1,1,0,0,0,3,0,2019-07-01,"07"
980,12.9015274047852,75.9599990844727,2,1,2,1,0,1,1,2,1,0,0,5,1,2019-07-01,"07"
494,9.0542516708374,54.560001373291,61,NA,2,0,0,1,0,0,0,0,0,3,0,2018-12-01,"12"
450,5.76923084259033,78,47,7,3,0,1,0,0,0,0,0,0,10,0,2019-06-01,"06"
200,6.06060600280762,33,NA,7,1,1,1,1,0,0,0,0,1,10,0,2019-11-01,"11"
225,8.0357141494751,28,64,7,1,0,1,0,0,0,0,0,1,13,0,2019-07-01,"07"
580,7.43589735031128,78,NA,NA,3.5,1,1,1,0,0,0,0,1,NA,0,2019-01-01,"01"
870,6.2142858505249,140,NA,NA,4,1,0,1,0,0,0,1,1,NA,0,2019-09-01,"09"
360,9.47368431091309,38,NA,3,1.5,0,1,1,1,1,0,0,0,13,0,2019-01-01,"01"
999,16.1129035949707,62,NA,6,3,0,0,1,0,0,0,0,1,13,0,2019-02-01,"02"
690,7.99258661270142,86.3300018310547,NA,1,2,0,0,0,0,0,0,0,0,13,0,2019-07-01,"07"
500,5.68181800842285,88,48,6,3,1,0,1,1,2,0,1,0,6,0,2019-09-01,"09"
460,8.51851844787598,54,62,5,3,0,0,1,0,0,0,0,0,4,0,2019-12-01,"12"
419,6.65079355239868,63,63,7,3,1,0,1,0,0,0,0,0,13,0,2019-01-01,"01"
520,5.77777767181396,90,56,7,2.5,1,0,1,0,0,0,0,1,13,0,2019-04-01,"04"
184.16,4.68005084991455,39.3499984741211,19,NA,2,1,0,0,0,0,1,0,0,13,1,2019-07-01,"07"
569,7.10273361206055,80.1100006103516,28,7,3,1,0,0,0,0,0,0,0,13,0,2019-10-01,"10"
522.15,7.56739139556885,69,55,NA,2.5,1,0,1,0,0,0,0,0,13,0,2019-03-01,"03"
1164,12,97,4,NA,2,1,1,1,1,2,0,1,0,13,0,2019-02-01,"02"
495.72,5.50005578994751,90.129997253418,45,7,4,1,0,1,1,1,0,1,0,13,0,2019-02-01,"02"
547.5,7.71126747131348,71,55,NA,3,1,0,1,0,0,0,0,0,13,0,2019-03-01,"03"
290,8.2857141494751,35,48,NA,1,1,0,1,1,1,0,0,1,13,0,2019-10-01,"10"
469.4,8.45004558563232,55.5499992370605,61,NA,2,1,0,1,0,0,0,0,0,13,0,2019-01-01,"01"
479,6.68900966644287,71.6100006103516,54,7,3,1,0,0,0,0,0,0,0,13,0,2018-12-01,"12"
490,6.90140867233276,71,30,7,3,1,0,1,1,1,0,0,0,13,0,2019-03-01,"03"
609,10.1499996185303,60,2,3,2,1,0,1,0,0,1,0,0,NA,0,2019-07-01,"07"
443.66,5.49969005584717,80.6699981689453,48,5,3,1,0,1,0,0,1,0,0,13,0,2019-09-01,"09"
1380,11.7948713302612,117,97,6,3,0,1,0,1,2,0,0,0,NA,0,2019-12-01,"12"
330,8.25,40,94,NA,1,0,0,0,0,0,0,0,0,NA,0,2019-11-01,"11"
495,9.89999961853027,50,1,2,2,0,0,1,1,2,0,0,0,2,0,2019-08-01,"08"
340,8.17897510528564,41.5699996948242,23,7,1.5,1,1,1,0,0,1,0,0,13,0,2019-02-01,"02"
575,6.53409099578857,88,67,5,3.5,1,0,1,1,2,0,0,0,13,0,2019-08-01,"08"
519,6.91262626647949,75.0800018310547,54,7,3,1,0,0,0,0,0,0,0,13,0,2019-02-01,"02"
450,8.18181800842285,55,NA,NA,2,1,1,0,1,1,0,0,0,6,0,2019-06-01,"06"
394,6.79310321807861,58,NA,NA,2,0,0,1,0,0,0,0,0,NA,0,2019-10-01,"10"
332.44,4.37421035766602,76,48,7,3,1,0,0,0,0,1,1,0,13,0,2019-08-01,"08"
868,6.97861385345459,124.379997253418,39,NA,4,0,0,0,0,0,0,0,0,NA,0,2019-09-01,"09"
520,7.11062526702881,73.129997253418,NA,NA,3.5,1,1,1,0,0,0,0,0,NA,0,2019-01-01,"01"
850,9.65909099578857,88,60,3,2,1,0,1,1,1,0,0,1,13,0,2019-08-01,"08"
912,10.0032911300659,91.1699981689453,2,1,3,1,0,1,1,2,1,0,0,5,1,2019-01-01,"01"
1164,12,97,4,NA,2,1,1,1,1,2,0,1,0,13,0,2018-10-01,"10"
740,8.70588207244873,85,23,7,2.5,1,0,1,1,2,0,1,0,13,0,2018-12-01,"12"
540,7.94117641448975,68,95,NA,3,0,1,1,0,0,0,1,0,3,0,2019-01-01,"01"
512,7.21126747131348,71,50,NA,3,1,0,1,0,0,1,0,0,13,0,2019-01-01,"01"
950,9.5,100,46,7,4,1,0,1,0,0,1,1,1,NA,0,2019-06-01,"06"
580,7.3885350227356,78.5,20,3,3,1,0,1,1,1,1,0,0,13,0,2019-05-01,"05"
270,9,30,26,7,1.5,0,1,0,1,1,0,0,0,6,0,2019-11-01,"11"
300,10,30,135,7,2,0,1,1,1,2,0,0,1,4,0,2019-01-01,"01"
570,10.9615383148193,52,121,4,2,1,1,1,1,1,0,0,1,13,0,2019-07-01,"07"
795,9.9375,80,7,3,3,1,0,1,1,2,1,0,1,5,1,2019-03-01,"03"
309.99,6.08419990539551,50.9500007629395,20,NA,2,0,0,0,0,0,0,0,0,NA,0,2019-07-01,"07"
343.52,8.99031734466553,38.2099990844727,61,NA,1,1,0,1,0,0,0,0,0,13,0,2019-02-01,"02"
420,6.88524580001831,61,70,6,2,1,0,0,0,0,0,0,0,4,0,2019-03-01,"03"
525,10.5,50,22,7,2,0,1,0,1,1,0,0,0,NA,0,2019-07-01,"07"
600,7.05882358551025,85,NA,NA,3,1,0,1,0,0,0,0,0,6,0,2019-04-01,"04"
819,7.95145654678345,103,24,6,3,1,1,1,1,2,0,1,1,6,0,2019-01-01,"01"
330,7.02127647399902,47,51,NA,2,1,0,0,0,0,0,0,0,13,0,2019-06-01,"06"
446.67,7,63.810001373291,58,NA,3,1,0,1,0,0,0,0,1,13,0,2019-10-01,"10"
830,8.73684215545654,95,85,6,3,1,1,1,1,2,0,0,0,4,0,2019-07-01,"07"
480,7.16204166412354,67.0199966430664,65,2,3,0,0,1,0,0,0,0,0,13,0,2019-10-01,"10"
1160,7.94520568847656,146,10,3,6,1,1,1,1,2,0,1,1,5,0,2019-11-01,"11"
480.08,7.52005004882812,63.8400001525879,58,NA,3,1,0,1,0,0,0,0,1,13,0,2019-11-01,"11"
623,7.59756088256836,82,41,6,3,1,1,1,1,2,0,0,1,6,0,2019-03-01,"03"
420,11.5990056991577,36.2099990844727,51,7,1,1,0,1,1,2,0,0,0,13,0,2019-07-01,"07"
700,7.77777767181396,90,NA,NA,4,1,0,1,1,1,0,0,0,13,0,2019-10-01,"10"
600,8,75,46,NA,2,1,0,1,0,0,0,0,0,13,0,2019-09-01,"09"
470,7.83333349227905,60,NA,4,2,0,1,1,1,1,0,0,0,13,0,2018-12-01,"12"
300,9.67741966247559,31,NA,NA,1,0,1,0,0,0,0,0,0,3,0,2019-10-01,"10"
425,6.00112962722778,70.8199996948242,67,7,3,0,0,0,0,0,0,0,0,13,0,2019-01-01,"01"
986,8.35593223571777,118,7,3,3,1,0,1,1,2,0,0,0,5,0,2019-01-01,"01"
330,5.99128532409668,55.0800018310547,66,NA,2,1,0,1,0,0,0,0,0,13,0,2019-01-01,"01"
360,8.78048801422119,41,51,7,1,0,1,0,1,1,1,0,0,4,0,2019-06-01,"06"
1350,11.741171836853,114.980003356934,2,1,4,1,0,1,1,2,1,1,0,5,1,2019-01-01,"01"
540,7.5,72,22,7,2,0,0,0,0,0,0,0,0,13,0,2018-12-01,"12"
380,10.9226789474487,34.7900009155273,51,2,1,1,0,1,1,2,0,0,0,3,1,2019-01-01,"01"
669,7.58159589767456,88.2399978637695,54,7,4,1,0,0,0,0,0,0,0,13,0,2019-11-01,"11"
500,5.55555534362793,90,68,NA,3,1,0,1,0,0,0,0,0,13,0,2019-09-01,"09"
335,6.07875156402588,55.1100006103516,58,7,2,0,0,1,0,0,1,0,0,13,0,2019-06-01,"06"
480,5.92592573165894,81,55,6,3,0,0,1,1,1,0,0,1,6,0,2019-10-01,"10"
490,7.88288307189941,62.1599998474121,63,NA,3,1,0,1,0,0,0,0,0,13,0,2019-08-01,"08"
600,10,60,NA,4,2,0,0,0,0,0,0,0,0,4,0,2019-04-01,"04"
550,9.32203388214111,59,24,7,3,1,1,1,1,2,0,0,0,6,0,2019-11-01,"11"
550,8.46153831481934,65,68,5,3,0,1,1,1,1,0,0,0,3,0,2019-08-01,"08"
534,7.52112674713135,71,55,NA,3,1,0,1,0,0,0,0,0,13,0,2019-03-01,"03"
675,7.67045450210571,88,NA,NA,4,0,1,1,0,0,0,0,0,6,0,2019-12-01,"12"
513.91,7.71520805358887,66.6100006103516,60,NA,3,1,0,1,0,0,0,0,0,13,0,2019-03-01,"03"
396,5.39950942993164,73.3399963378906,49,NA,3,1,0,1,0,0,0,0,0,6,0,2019-03-01,"03"
593.4,6.90000009536743,86,50,NA,3.5,1,0,1,0,0,0,0,0,13,0,2019-12-01,"12"
480,7.38461542129517,65,124,7,2.5,0,1,1,1,1,0,0,0,3,0,2019-09-01,"09"
500,7.0422534942627,71,51,6,3,1,0,1,1,1,0,0,0,6,0,2019-11-01,"11"
512.13,8.50008296966553,60.25,62,NA,2.5,1,0,1,0,0,0,0,0,13,0,2019-12-01,"12"
733.62,5.29002046585083,138.679992675781,26,7,5,1,0,1,0,0,0,1,1,3,0,2019-11-01,"11"
310.22,5.24995756149292,59.0900001525879,1,1,2,0,0,1,0,0,1,0,0,5,0,2019-07-01,"07"
310.22,5.24995756149292,59.0900001525879,1,1,2,0,0,1,0,0,1,0,0,5,0,2019-07-01,"07"
630,8.01220893859863,78.629997253418,54,4,3,1,0,0,0,0,0,0,0,13,0,2019-06-01,"06"
600,9.23076915740967,65,NA,NA,3,0,1,1,0,0,0,0,0,NA,0,2019-06-01,"06"
760,6.33333349227905,120,NA,7,4,1,0,0,1,1,0,1,1,13,0,2019-08-01,"08"
1300,11.0169486999512,118,3,3,3,1,1,1,1,2,1,0,0,5,0,2018-11-01,"11"
337.4,4.87995386123657,69.1399993896484,23,7,3,1,0,1,1,1,0,0,1,6,0,2019-05-01,"05"
446.11,8.23689079284668,54.1599998474121,64,NA,3,0,0,1,0,0,0,0,1,13,0,2019-06-01,"06"
468.35,5.71995639801025,81.879997253418,5,3,3,1,0,1,1,1,1,0,0,NA,1,2019-07-01,"07"
378.59,6.87220907211304,55.0900001525879,66,NA,2,0,0,1,0,0,0,0,1,13,0,2019-04-01,"04"
375.16,6.66003894805908,56.3300018310547,NA,3,2,1,0,1,1,1,1,0,0,NA,0,2019-07-01,"07"
705,8.49397563934326,83,60,6,3,1,0,1,0,0,0,0,1,6,0,2019-11-01,"11"
351.63,7.31191492080688,48.0900001525879,66,NA,2,0,0,1,0,0,0,0,1,13,0,2019-01-01,"01"
280.63,4.7620906829834,58.9300003051758,31,NA,2,1,1,1,0,0,1,0,0,NA,1,2019-07-01,"07"
902,11,82,1,1,2,1,0,1,1,2,0,0,0,12,0,2019-04-01,"04"
420,7.63636350631714,55,NA,NA,2,0,0,1,0,0,0,0,0,6,0,2019-02-01,"02"
601.5,8.71739101409912,69,56,NA,3,1,0,1,0,0,0,0,0,13,0,2019-03-01,"03"
302,5.58948755264282,54.0299987792969,56,5,2,1,0,1,0,0,0,0,0,3,0,2019-11-01,"11"
440,6.2857141494751,70,56,5,3,1,0,0,0,0,0,0,0,13,0,2019-03-01,"03"
995,7.6538462638855,130,110,7,2.5,1,0,1,1,1,0,1,0,13,0,2018-10-01,"10"
580,9.51755809783936,60.939998626709,2,1,2,1,0,1,1,2,1,0,1,12,1,2019-02-01,"02"
529.74,6.53999996185303,81,34,NA,2,1,1,0,0,0,0,0,0,13,0,2019-04-01,"04"
421.05,5.15739822387695,81.6399993896484,39,NA,3,1,0,0,0,0,0,0,0,13,0,2019-09-01,"09"
227,4.71541357040405,48.1399993896484,91,5,3,0,0,1,0,0,0,0,0,3,0,2019-03-01,"03"
513.91,7.71520805358887,66.6100006103516,60,NA,3,1,0,1,0,0,0,0,0,13,0,2019-02-01,"02"
323.64,5.43293619155884,59.5699996948242,24,7,2,1,0,1,0,0,1,0,0,6,1,2019-07-01,"07"
290,5.56621885299683,52.0999984741211,69,5,3,0,0,1,0,0,0,0,0,3,0,2019-02-01,"02"
360,5.53846168518066,65,72,7,3,0,0,1,1,1,0,0,0,3,0,2019-09-01,"09"
440,9.56521701812744,46,45,5,2,1,1,1,1,2,0,0,0,6,0,2019-11-01,"11"
890,8.89999961853027,100,5,NA,3,1,0,0,1,2,0,1,1,6,0,2019-09-01,"09"
243,5.40000009536743,45,100,7,2,0,0,1,0,0,0,0,1,3,0,2019-06-01,"06"
850,7.08333349227905,120,57,7,4,1,1,1,1,2,0,1,1,6,0,2019-04-01,"04"
720,10,72,55,7,3,1,1,1,1,1,0,0,1,13,0,2019-07-01,"07"
400,5.7142858505249,70,22,7,3,0,1,1,1,1,0,0,0,13,0,2018-07-01,"07"
390,10.8333330154419,36,NA,7,1,1,1,1,1,1,0,0,0,13,0,2019-08-01,"08"
480,8,60,122,7,2,0,1,1,1,1,0,0,0,13,0,2019-02-01,"02"
450,8.49056625366211,53,NA,7,2,1,0,0,1,1,0,0,0,6,0,2019-08-01,"08"
440,6.98412704467773,63,108,6,2,1,0,1,0,0,0,0,0,13,0,2019-09-01,"09"
594,8.62369346618652,68.879997253418,62,NA,3,1,0,1,0,0,0,0,0,13,0,2019-03-01,"03"
290,8.2857141494751,35,55,NA,1,1,1,1,0,0,0,0,0,13,0,2019-10-01,"10"
500,10.2040815353394,49,NA,NA,2,0,0,0,0,0,0,0,0,NA,0,2019-04-01,"04"
1233,9.86400032043457,125,25,7,4.5,1,1,1,1,2,0,1,0,13,0,2019-07-01,"07"
750,7.42574262619019,101,NA,NA,4,0,1,1,0,0,0,0,0,6,0,2019-10-01,"10"
540,8.307692527771,65,40,6,2,1,0,1,1,2,0,0,0,13,0,2019-12-01,"12"
825,8.77659606933594,94,113,6,2.5,0,1,0,1,2,0,0,0,4,0,2019-12-01,"12"
920,10.9523811340332,84,99,7,4,0,1,1,1,2,0,0,1,6,0,2019-11-01,"11"
520,6.93333339691162,75,35,7,3,1,1,1,1,1,0,0,0,6,0,2019-07-01,"07"
650,6.5,100,87,6,3.5,1,1,1,1,1,0,0,1,1,0,2019-05-01,"05"
278,9.9784631729126,27.8600006103516,NA,7,1,0,1,0,1,1,0,0,0,4,0,2018-11-01,"11"
460,5.75,80,NA,NA,3,0,0,1,0,0,0,0,1,4,0,2019-07-01,"07"
519,8.94827556610107,58,NA,NA,3,1,1,1,0,0,0,0,1,NA,0,2019-03-01,"03"
330,7.85714292526245,42,NA,NA,3,0,0,0,1,1,0,0,0,13,0,2019-01-01,"01"
600,5.67590570449829,105.709999084473,24,7,5,1,0,1,1,1,0,1,0,13,0,2019-01-01,"01"
787.27,9.50006008148193,82.870002746582,121,NA,3,1,1,0,0,0,0,0,0,13,0,2019-09-01,"09"
570,6.70588254928589,85,NA,NA,2.5,0,1,1,0,0,0,0,1,13,0,2019-10-01,"10"
540,7.29729747772217,74,41,7,2,1,0,0,1,1,0,0,0,4,0,2018-12-01,"12"
607.7,9.22995185852051,65.8399963378906,60,NA,3,1,0,1,0,0,0,0,0,13,1,2019-12-01,"12"
610,8.73925495147705,69.8000030517578,61,NA,3,1,0,1,0,0,0,0,0,3,0,2019-01-01,"01"
375,11.3636360168457,33,NA,NA,1.5,0,1,0,0,0,0,0,0,NA,0,2019-06-01,"06"
485,7.46153831481934,65,33,7,2,0,0,0,0,0,0,0,0,13,0,2019-02-01,"02"
429,7.07104015350342,60.6699981689453,80,7,2,0,0,0,0,0,0,0,0,NA,0,2019-10-01,"10"
365,10.2816905975342,35.5,118,5,2,0,1,1,1,2,0,0,1,13,0,2019-07-01,"07"
980,7.84000015258789,125,50,2,4,1,0,1,1,1,0,1,1,13,1,2019-06-01,"06"
612,9,68,44,6,2,1,1,0,1,2,0,0,0,4,0,2019-09-01,"09"
610,9.38461494445801,65,NA,4,2,0,0,0,0,0,0,0,0,4,0,2019-03-01,"03"
595,6.82809257507324,87.1399993896484,24,7,3,1,1,1,1,2,0,0,0,13,0,2019-04-01,"04"
600,8.33333301544189,72,61,6,3,1,0,1,1,1,0,0,1,3,1,2019-08-01,"08"
530,10.6000003814697,50,NA,5,2,0,1,0,1,2,0,0,0,6,0,2019-11-01,"11"
580,5.47169828414917,106,105,7,4,0,0,1,0,0,0,1,1,3,0,2019-09-01,"09"
600,10,60,NA,4,2,0,0,0,0,0,0,0,0,4,0,2019-04-01,"04"
600,10,60,NA,4,3,0,0,0,0,0,0,0,0,4,0,2019-06-01,"06"
380,6.22950839996338,61,47,7,2,0,0,0,1,1,0,0,1,3,0,2019-09-01,"09"
600,10,60,NA,4,3,0,0,0,0,0,0,0,0,4,0,2019-07-01,"07"
1000,7.40740728378296,135,NA,NA,3.5,1,1,0,0,0,0,1,0,NA,0,2019-02-01,"02"
488.03,8.10008335113525,60.25,62,NA,2.5,1,0,1,0,0,0,0,0,13,0,2019-11-01,"11"
393.61,5.21199703216553,75.5199966430664,50,NA,3,1,0,1,0,0,0,0,0,13,0,2019-04-01,"04"
370,5.692307472229,65,NA,NA,3,0,0,1,0,0,0,0,1,NA,0,2019-10-01,"10"
410,6.61290311813354,62,22,7,2.5,1,0,1,1,2,0,0,0,6,0,2019-05-01,"05"
313.9,7.30000019073486,43,52,NA,1,1,0,1,0,0,0,0,0,13,0,2019-11-01,"11"
395,6.07692289352417,65,58,7,2,0,1,0,1,1,0,1,0,13,0,2019-07-01,"07"
600,10,60,NA,4,3,0,0,0,0,0,0,0,0,4,0,2019-04-01,"04"
450,9.57446765899658,47,120,NA,2,0,1,0,0,0,0,0,0,13,0,2019-10-01,"10"
786,9.50193405151367,82.7200012207031,0,1,3,1,0,0,0,0,1,0,0,5,1,2019-11-01,"11"
641,10.4431409835815,61.3800010681152,4,3,2,1,1,1,1,2,1,0,0,4,1,2019-01-01,"01"
465.09,5.67182922363281,82,27,NA,3,0,0,0,0,0,0,0,0,13,0,2019-09-01,"09"
610,9.38461494445801,65,NA,4,3,0,0,0,0,0,0,0,0,4,0,2019-03-01,"03"
600,10,60,NA,4,2,0,0,0,0,0,0,0,0,4,0,2019-04-01,"04"
990,9.48912048339844,104.330001831055,82,6,3,0,0,0,0,0,0,0,0,3,0,2019-06-01,"06"
399,5.14772272109985,77.5100021362305,45,NA,3,0,0,1,0,0,1,0,0,6,0,2019-07-01,"07"
850,9.44444465637207,90,119,7,1.5,1,1,0,1,1,0,0,0,6,0,2019-12-01,"12"
840,9.43820190429688,89,28,4,3,0,0,1,0,0,1,1,0,NA,0,2019-01-01,"01"
330,7.33333349227905,45,NA,NA,2,1,0,0,0,0,0,0,0,6,0,2019-06-01,"06"
1550,10.9540634155273,141.5,2,1,4,0,0,0,0,0,1,0,0,5,0,2019-02-01,"02"
650,10.8333330154419,60,NA,4,3,0,1,0,0,0,0,0,0,4,0,2019-11-01,"11"
469,7.7751989364624,60.3199996948242,25,7,2,1,0,0,0,0,0,0,0,13,0,2019-10-01,"10"
464,13.2571430206299,35,NA,NA,2.5,0,1,0,0,0,1,0,0,13,0,2019-09-01,"09"
350,10,35,108,6,2,0,1,0,1,2,0,0,1,6,0,2019-10-01,"10"
664,8,83,56,6,3,1,0,1,1,2,0,0,1,6,0,2019-05-01,"05"
777,10.0909090042114,77,4,3,3,0,1,1,1,2,1,0,0,1,1,2019-07-01,"07"
480,7.38461542129517,65,NA,NA,3,0,0,1,0,0,0,0,1,NA,0,2019-04-01,"04"
600,8,75,108,NA,2.5,0,0,0,0,0,0,0,0,13,0,2019-09-01,"09"
455,6.5,70,82,7,2,0,0,1,1,1,0,0,0,13,0,2019-06-01,"06"
302.56,8.00423336029053,37.7999992370605,25,7,2,0,1,0,1,1,1,0,0,6,0,2019-09-01,"09"
499,6.89702844619751,72.3499984741211,54,7,3,1,0,0,0,0,0,0,0,13,0,2019-05-01,"05"
342.08,8.95263004302979,38.2099990844727,61,NA,1,1,0,1,0,0,0,0,0,13,0,2019-03-01,"03"
397.19,6.8000340461731,58.4099998474121,59,7,2,0,0,0,1,1,0,0,1,13,0,2019-07-01,"07"
690,8.625,80,NA,7,2.5,1,1,0,1,1,0,1,1,6,0,2019-10-01,"10"
476,8.5,56,25,7,2,0,0,0,0,0,1,0,0,13,0,2019-07-01,"07"
600,6.59340667724609,91,84,NA,3,0,0,1,0,0,0,0,0,13,0,2018-12-01,"12"
