"mietekalt","qm_Preis","wohnflaeche","alter","objektzustand","zimmeranzahl","balkon","einbaukueche","keller","ausstattung","ausstattung_kat","aufzug","gaestewc","garten","heizungsart","barrierefrei","Einstellungsdatum","Einstellungsmonat"
480,6.1538462638855,78,57,NA,3,1,0,1,0,0,0,0,0,13,0,2019-07-01,"07"
530,7.36111116409302,72,82,NA,3,0,0,1,0,0,0,0,0,3,0,2019-06-01,"06"
409,7.10809850692749,57.5400009155273,49,7,2.5,1,0,0,0,0,1,0,0,NA,0,2019-06-01,"06"
439,6.72178888320923,65.3099975585938,80,7,3,0,0,0,0,0,0,0,0,NA,0,2019-01-01,"01"
710.7,6.90000009536743,103,NA,7,4,1,0,1,1,1,1,1,0,NA,0,2019-10-01,"10"
900,7.5,120,NA,NA,4,1,0,1,0,0,0,0,1,6,0,2019-03-01,"03"
361.82,4.57999992370605,79,45,NA,3,1,0,1,0,0,1,0,0,13,0,2019-11-01,"11"
680,6.80000019073486,100,28,7,2.5,1,1,1,0,0,0,1,0,5,0,2019-12-01,"12"
350,7.60869550704956,46,NA,NA,2,0,1,0,1,1,0,0,0,8,0,2019-07-01,"07"
840,9.43820190429688,89,28,4,3,0,0,1,0,0,1,1,0,13,0,2019-03-01,"03"
550,8.15056228637695,67.4800033569336,62,5,3,0,1,1,1,1,0,0,1,13,0,2019-09-01,"09"
880,8.02187824249268,109.699996948242,41,NA,3,1,0,1,1,2,1,1,0,13,0,2019-08-01,"08"
370,6.16666650772095,60,NA,5,2,1,1,1,1,1,0,0,0,6,0,2019-10-01,"10"
570,5.69999980926514,100,46,NA,3.5,1,0,1,1,2,0,0,0,6,0,2019-06-01,"06"
447.52,7.22155857086182,61.9700012207031,25,7,2.5,1,0,1,0,0,0,0,1,13,0,2019-08-01,"08"
310,5.84905672073364,53,NA,NA,2,0,1,1,0,0,0,0,0,NA,0,2019-06-01,"06"
555,8.8095235824585,63,4,3,2,1,0,1,1,2,1,0,0,NA,1,2019-08-01,"08"
800,8.42105293273926,95,60,4,3,1,0,1,1,1,0,0,1,6,0,2019-09-01,"09"
197,5.79411745071411,34,48,7,1,0,1,1,0,0,0,0,0,10,0,2019-11-01,"11"
885,8.50961494445801,104,NA,NA,3,0,1,0,0,0,0,0,0,4,0,2019-10-01,"10"
980,10.2083330154419,96,4,NA,3,1,0,1,0,0,1,1,1,5,1,2019-07-01,"07"
340.7,4.4899845123291,75.879997253418,51,2,3,1,0,1,0,0,0,0,0,NA,0,2019-07-01,"07"
246.03,4.06191205978394,60.5699996948242,49,NA,2,1,0,1,0,0,0,0,0,13,0,2019-11-01,"11"
850,12.1428575515747,70,131,2,3,0,1,1,1,2,0,0,0,5,0,2019-11-01,"11"
270,7.10526323318481,38,36,7,1,1,1,1,1,1,0,0,0,6,0,2017-11-01,"11"
373,5.87401580810547,63.5,48,5,2,1,0,1,1,1,0,0,0,13,0,2019-02-01,"02"
430,8.55040740966797,50.2900009155273,16,7,2,1,0,1,1,1,1,0,0,4,0,2019-03-01,"03"
530,8.68852424621582,61,40,5,2,1,1,1,1,1,0,0,0,6,0,2019-01-01,"01"
450,8.53080558776855,52.75,27,NA,2,0,0,0,0,0,0,0,0,NA,0,2019-10-01,"10"
600,10.3448276519775,58,48,NA,2,1,1,0,1,1,0,0,1,6,0,2019-05-01,"05"
720,8.08988761901855,89,40,7,3,1,1,1,0,0,0,0,1,13,0,2019-10-01,"10"
525,7.83582067489624,67,NA,7,3,1,0,1,1,1,0,0,1,13,0,2019-10-01,"10"
830,6.14814805984497,135,26,7,4,1,0,0,1,1,0,0,1,10,0,2018-12-01,"12"
550,7.18954229354858,76.5,NA,NA,3,1,1,1,0,0,0,0,0,4,0,2019-07-01,"07"
625,7.62195110321045,82,NA,7,3,1,0,1,1,1,0,0,1,4,0,2019-10-01,"10"
475,7.92988300323486,59.9000015258789,1,1,2,1,0,1,1,1,1,0,0,5,1,2019-11-01,"11"
625,7.35294103622437,85,49,NA,4,1,1,0,0,0,0,0,0,8,0,2019-04-01,"04"
380,6.90909099578857,55,50,NA,2,1,0,1,0,0,0,0,0,13,0,2019-02-01,"02"
479,6.65277767181396,72,49,7,3,0,0,0,0,0,0,0,0,13,0,2019-04-01,"04"
635.5,8.70547962188721,73,49,NA,3,1,0,1,0,0,0,0,0,13,0,2019-08-01,"08"
222.18,4.82999992370605,46,44,NA,1.5,1,1,1,0,0,1,0,0,13,0,2019-01-01,"01"
422.16,7.27862071990967,58,56,NA,2,1,0,1,0,0,0,0,0,13,0,2019-07-01,"07"
680,9.06666660308838,75,82,2,3,0,0,1,0,0,0,0,0,NA,0,2019-05-01,"05"
328.74,4.5299711227417,72.5699996948242,30,7,3,1,0,1,0,0,0,0,0,13,0,2019-01-01,"01"
860,8.60000038146973,100,120,5,3,1,0,1,0,0,0,1,0,3,0,2019-01-01,"01"
600,10,60,NA,4,2,0,0,0,0,0,0,0,0,4,0,2019-04-01,"04"
590,8.4285717010498,70,29,7,2,1,1,1,1,2,0,0,1,6,0,2019-04-01,"04"
870,7.90909099578857,110,52,7,4,0,1,0,1,1,0,0,0,3,0,2019-12-01,"12"
1250,10.4166669845581,120,6,NA,2,1,1,1,0,0,1,1,0,5,0,2019-07-01,"07"
660,10.4761905670166,63,6,NA,2,1,1,1,0,0,1,0,0,5,0,2019-10-01,"10"
470,7.83333349227905,60,NA,4,2,0,1,1,1,1,0,0,0,13,0,2019-01-01,"01"
890,8.09090900421143,110,NA,NA,3,0,1,0,0,0,0,0,0,NA,0,2019-09-01,"09"
481,7.49454641342163,64.1800003051758,56,NA,3,1,0,1,0,0,0,0,0,6,0,2019-09-01,"09"
386.4,5.16784811019897,74.7699966430664,34,7,2,0,0,0,0,0,1,0,0,NA,0,2019-08-01,"08"
320,10.6666669845581,30,NA,7,1,0,1,1,0,0,0,0,0,NA,0,2019-10-01,"10"
285,7.125,40,NA,NA,1,0,0,0,0,0,0,0,0,NA,0,2019-01-01,"01"
469.33,7.35511636734009,63.810001373291,58,NA,3,1,0,1,0,0,0,0,1,13,0,2019-07-01,"07"
287,5.40489673614502,53.0999984741211,69,5,3,0,0,1,0,0,0,0,0,3,0,2019-08-01,"08"
400,6.66666650772095,60,59,7,2,0,1,1,0,0,0,0,0,13,0,2019-07-01,"07"
469,7.10606050491333,66,NA,NA,2,1,0,0,0,0,0,0,1,3,0,2019-07-01,"07"
850,8.17307662963867,104,12,7,3,1,0,1,0,0,1,0,0,13,0,2019-05-01,"05"
545,8.79032230377197,62,1,1,2,1,0,1,1,2,1,1,1,13,1,2019-10-01,"10"
1100,7.48299312591553,147,27,3,4,1,1,1,1,2,0,1,0,4,0,2019-11-01,"11"
445,6.8461537361145,65,NA,NA,2,1,0,1,0,0,1,0,0,13,0,2018-10-01,"10"
247.61,4.06184387207031,60.9599990844727,49,NA,2,1,0,1,0,0,0,0,0,13,0,2019-06-01,"06"
995,8.29166698455811,120,39,NA,2.5,1,1,0,0,0,0,0,0,13,0,2019-06-01,"06"
300,10.7142858505249,28,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,2019-06-01,"06"
454.33,7.12004375457764,63.810001373291,58,NA,3,1,0,1,0,0,0,0,1,13,0,2019-10-01,"10"
1000,7.40740728378296,135,NA,NA,3.5,1,0,0,0,0,0,1,0,NA,0,2019-09-01,"09"
425,6.07142877578735,70,44,NA,2.5,0,1,0,0,0,0,0,0,13,0,2019-06-01,"06"
471.41,8.46945762634277,55.6599998474121,61,NA,2,1,0,1,0,0,0,0,0,13,0,2019-08-01,"08"
300,7.89473676681519,38,114,NA,1,0,1,1,1,1,0,0,1,6,0,2019-04-01,"04"
405,7.5,54,126,6,2,0,0,1,0,0,0,0,1,3,0,2019-10-01,"10"
380,7.307692527771,52,58,7,2,1,1,1,1,1,0,0,0,13,0,2019-04-01,"04"
352.66,4.57999992370605,77,45,NA,3,1,0,1,0,0,1,0,0,13,0,2019-01-01,"01"
630,7.41176462173462,85,NA,NA,3,0,1,1,0,0,0,0,0,NA,0,2019-07-01,"07"
596.4,8.39999961853027,71,56,NA,3,1,0,1,0,0,1,0,0,13,0,2019-09-01,"09"
985,8.20833301544189,120,28,7,3,1,0,1,1,2,0,0,0,13,0,2019-05-01,"05"
600,8,75,108,NA,2.5,0,0,0,0,0,0,0,0,13,0,2019-09-01,"09"
650,10.8333330154419,60,NA,4,3,0,1,0,0,0,0,0,0,4,0,2019-11-01,"11"
511.5,7.75,66,95,7,3,0,0,1,1,2,0,0,0,6,0,2019-06-01,"06"
460,9.58333301544189,48,35,7,2,1,1,0,1,1,0,0,0,2,0,2019-08-01,"08"
495,7.61538457870483,65,NA,7,2,1,1,1,0,0,0,0,0,6,0,2019-10-01,"10"
520,6.66666650772095,78,50,7,3,1,0,1,0,0,0,0,1,13,0,2019-06-01,"06"
550,7.33333349227905,75,NA,NA,3,1,0,1,0,0,0,0,0,NA,0,2019-01-01,"01"
650,9.55882358551025,68,8,3,2.5,1,1,1,1,2,1,0,0,13,1,2019-12-01,"12"
500,5,100,NA,NA,4,1,1,1,0,0,0,0,0,NA,0,2019-07-01,"07"
537,8.26408100128174,64.9800033569336,21,NA,2,1,0,1,0,0,1,0,0,4,1,2019-12-01,"12"
599,7.67948722839355,78,23,7,3,1,0,1,0,0,0,0,0,13,0,2019-10-01,"10"
840,10.7692308425903,78,2,1,3,1,0,1,1,2,0,0,1,5,0,2019-01-01,"01"
450,6.42857122421265,70,NA,NA,4,0,0,0,0,0,0,0,0,NA,0,2019-11-01,"11"
720,8.37209320068359,86,60,6,3.5,0,0,1,0,0,0,0,1,NA,0,2019-09-01,"09"
541.8,8.32002449035645,65.120002746582,61,NA,3,1,0,1,0,0,0,0,0,13,0,2019-09-01,"09"
406,4.85297632217407,83.6600036621094,40,NA,4,1,0,1,0,0,0,0,0,NA,0,2019-03-01,"03"
445,7.41666650772095,60,47,5,2.5,1,1,1,1,1,0,0,0,13,0,2019-03-01,"03"
185,5.04362058639526,36.6800003051758,69,NA,2,0,0,1,0,0,0,0,0,3,0,2019-07-01,"07"
609.33,9.5,64.1399993896484,2,7,2,0,1,0,0,0,0,0,0,6,1,2019-03-01,"03"
305,10.1666669845581,30,60,6,1,0,1,0,1,1,1,0,0,13,0,2019-07-01,"07"
600,7.22891569137573,83,116,NA,3,0,0,0,0,0,0,0,0,13,0,2019-01-01,"01"
487,8.25423717498779,59,55,NA,2,1,0,1,0,0,0,0,0,13,0,2019-03-01,"03"
555.02,8.2999849319458,66.870002746582,62,NA,3,1,0,1,0,0,0,0,0,13,0,2019-09-01,"09"
345,4.92857122421265,70,108,7,2,0,0,1,1,1,0,0,1,13,0,2019-02-01,"02"
370,10,37,NA,6,1,0,1,1,0,0,0,0,0,NA,0,2019-09-01,"09"
690,9.19999980926514,75,NA,1,3.5,1,0,1,1,2,0,0,0,NA,0,2019-06-01,"06"
578,5.89795923233032,98,NA,6,3,0,1,1,1,1,0,0,0,4,0,2019-05-01,"05"
622.22,6.41463899612427,97,81,NA,3,0,0,1,0,0,0,0,1,13,0,2019-01-01,"01"
270,10,27,90,6,1,1,0,1,1,2,0,0,0,13,0,2017-01-01,"01"
614,9.60125064849854,63.9500007629395,63,NA,3,1,0,1,0,0,0,0,0,13,0,2019-01-01,"01"
1360,9.06666660308838,150,1,1,6,1,1,0,0,0,0,0,0,5,0,2019-04-01,"04"
692,9.47945213317871,73,NA,5,3,1,1,1,1,2,0,1,0,6,0,2019-07-01,"07"
703,10.3382349014282,68,NA,2,3,1,0,1,1,2,0,0,1,6,0,2019-03-01,"03"
373,7.31372547149658,51,69,7,2,0,0,1,0,0,0,0,0,13,0,2019-04-01,"04"
700,7.77777767181396,90,NA,NA,4,1,0,1,1,1,0,0,0,13,0,2019-09-01,"09"
605,7.52113342285156,80.4400024414062,23,7,3,1,0,1,1,1,0,0,0,4,0,2019-07-01,"07"
464,8.2857141494751,56,52,NA,2,1,0,1,0,0,0,0,0,13,0,2019-03-01,"03"
566,7.00495004653931,80.8000030517578,23,7,3,1,0,1,1,1,0,0,0,4,0,2019-11-01,"11"
900,9,100,NA,NA,4,1,1,1,0,0,1,1,0,NA,0,2019-01-01,"01"
530,6.54321002960205,81,39,7,3,1,0,1,0,0,0,1,0,NA,0,2019-11-01,"11"
260,6.74448776245117,38.5499992370605,118,NA,2,0,0,0,0,0,0,0,0,NA,0,2019-04-01,"04"
320,7.11111116409302,45,56,NA,2,0,0,0,0,0,0,0,0,13,0,2019-09-01,"09"
630,8.18181800842285,77,94,7,3,1,0,1,0,0,0,0,0,3,0,2019-03-01,"03"
332.44,4.37421035766602,76,48,7,3,1,0,0,0,0,1,1,0,13,0,2019-06-01,"06"
471.41,8.46945762634277,55.6599998474121,61,NA,2,1,0,1,0,0,0,0,0,13,0,2019-07-01,"07"
600,8,75,108,NA,3,0,0,0,0,0,0,0,0,13,0,2019-08-01,"08"
590,9.83333301544189,60,36,7,2,1,1,1,1,2,0,0,0,3,0,2019-08-01,"08"
517,5.5,94,47,NA,4,1,0,1,1,1,0,1,0,13,0,2019-08-01,"08"
721,7.49324464797974,96.2200012207031,23,6,4,1,0,1,1,1,0,1,0,4,0,2019-02-01,"02"
465,7.5,62,47,5,2,1,0,1,1,1,1,0,0,13,1,2019-08-01,"08"
574.65,7.49999952316284,76.620002746582,21,7,3,1,0,1,1,1,0,0,0,6,0,2019-11-01,"11"
1020,9.53271007537842,107,NA,NA,3.5,1,1,1,0,0,0,1,0,NA,0,2019-12-01,"12"
600,10.9090909957886,55,61,2,2,0,1,1,1,2,0,0,1,6,0,2019-12-01,"12"
208.35,4.63000011444092,45,45,NA,1,0,1,1,0,0,1,0,0,13,0,2019-06-01,"06"
1045,10.7731962203979,97,2,1,4,1,0,1,1,2,0,1,1,5,0,2019-01-01,"01"
950,9.31372547149658,102,1,1,3,0,0,0,1,2,0,1,0,NA,0,2019-08-01,"08"
450,7.5,60,NA,NA,1,1,1,1,0,0,0,0,0,13,0,2019-12-01,"12"
300,8.10810852050781,37,22,7,1,1,0,0,0,0,0,0,0,13,0,2019-06-01,"06"
900,7.19999980926514,125,NA,NA,5,1,0,1,0,0,0,0,1,4,0,2019-07-01,"07"
547.5,7.71126747131348,71,55,NA,3,1,0,1,0,0,0,0,0,13,0,2019-02-01,"02"
480,6.66666650772095,72,48,6,2.5,0,0,1,1,1,0,0,0,10,0,2019-09-01,"09"
314.09,4.98002243041992,63.0699996948242,38,NA,2,1,0,1,0,0,0,0,0,13,0,2019-01-01,"01"
415,7.53723192214966,55.060001373291,NA,6,2,1,0,1,1,1,0,0,0,13,0,2019-11-01,"11"
387,5.30136966705322,73,47,NA,3,1,0,1,0,0,0,0,0,6,0,2019-01-01,"01"
213,4.6304349899292,46,45,NA,1,1,0,1,0,0,1,0,0,13,0,2019-09-01,"09"
516.04,6.78999996185303,76,55,NA,3,1,0,1,0,0,0,0,0,13,0,2019-09-01,"09"
470,7.63979196548462,61.5200004577637,57,2,3,1,0,1,0,0,0,0,0,4,0,2019-02-01,"02"
360,9.72972965240479,37,NA,4,1,0,0,0,0,0,0,0,0,13,0,2019-03-01,"03"
525,9.24133014678955,56.810001373291,6,3,2,1,0,1,1,2,1,0,0,6,1,2019-08-01,"08"
650,12.037036895752,54,1,1,2.5,1,0,0,0,0,0,0,0,12,0,2019-10-01,"10"
430,7.41379308700562,58,NA,NA,2,0,1,1,0,0,0,0,1,NA,0,2019-09-01,"09"
980,9.80000019073486,100,21,7,2,0,1,1,0,0,1,1,0,5,0,2018-08-01,"08"
624,12,52,NA,NA,1.5,1,1,0,0,0,0,0,0,5,0,2019-02-01,"02"
469,7.65089750289917,61.2999992370605,25,7,2,1,0,0,0,0,0,0,0,13,0,2019-08-01,"08"
385,7.69999980926514,50,90,5,2,0,0,1,1,2,0,0,0,13,0,2019-06-01,"06"
975,10.5599479675293,92.3300018310547,6,3,4,1,1,0,1,2,1,1,0,5,1,2018-11-01,"11"
600,7.5,80,NA,NA,3.5,1,1,1,0,0,0,0,0,NA,0,2019-12-01,"12"
990,9.33962249755859,106,50,3,4,1,1,0,1,2,1,1,0,4,0,2019-05-01,"05"
465.07,7.28493118286133,63.8400001525879,58,NA,3,1,0,1,0,0,0,0,1,13,0,2019-01-01,"01"
620,7.12643671035767,87,NA,NA,3,0,0,0,0,0,0,0,0,NA,0,2019-03-01,"03"
576.3,7.48441553115845,77,NA,NA,3,1,0,1,1,1,0,0,0,6,0,2019-02-01,"02"
610,9.38461494445801,65,NA,4,3,0,0,0,0,0,0,0,0,4,0,2019-03-01,"03"
995,9.85148525238037,101,55,5,4,1,0,1,1,2,0,0,0,3,0,2019-07-01,"07"
340,15.4545450210571,22,118,7,1,0,0,0,0,0,0,0,0,NA,0,2019-07-01,"07"
480,7.38461542129517,65,NA,NA,2,0,1,1,1,1,0,0,0,3,0,2019-02-01,"02"
335,5.07729578018188,65.9800033569336,38,NA,2,1,0,1,0,0,0,0,0,6,0,2019-08-01,"08"
363,6.06617641448975,59.8400001525879,65,NA,3,1,0,1,0,0,0,0,0,6,0,2019-07-01,"07"
480,7.38461542129517,65,NA,NA,2,0,1,1,1,1,0,0,0,3,0,2019-02-01,"02"
445,6.00539827346802,74.0999984741211,46,7,3,1,0,0,0,0,0,0,0,NA,0,2018-09-01,"09"
430,7.96296310424805,54,25,7,2,1,1,1,1,1,0,0,0,6,0,2019-11-01,"11"
1100,11,100,38,NA,4,1,0,1,0,0,0,1,0,NA,0,2019-08-01,"08"
830,10,83,110,3,2,1,0,1,1,2,0,0,0,3,0,2019-05-01,"05"
620,7.29411745071411,85,NA,6,3,0,0,0,0,0,0,0,0,4,0,2019-06-01,"06"
1065,6.74264001846313,157.949996948242,31,7,5,1,0,1,0,0,0,1,0,13,0,2019-07-01,"07"
700,7.77777767181396,90,NA,NA,4,1,0,1,1,1,0,0,0,13,0,2019-10-01,"10"
598,7.49937295913696,79.7399978637695,23,6,3,1,0,1,1,1,0,0,0,4,0,2019-08-01,"08"
499,14.6764707565308,34,3,3,1,0,1,1,1,2,1,0,0,3,0,2019-07-01,"07"
597.2,8.41126728057861,71,56,NA,3,1,0,1,0,0,0,0,0,13,0,2019-01-01,"01"
245,9.42307662963867,26,NA,5,1,1,1,0,1,2,0,0,1,6,0,2018-04-01,"04"
350,10.2941179275513,34,NA,7,1.5,0,1,0,1,1,0,0,0,13,0,2019-12-01,"12"
569,7.38961029052734,77,47,4,3,1,0,1,1,1,0,0,0,13,0,2019-09-01,"09"
340,11.3333330154419,30,NA,NA,1,0,1,1,0,0,0,0,0,13,0,2019-09-01,"09"
210,6.5625,32,48,NA,1,0,1,0,1,1,0,0,0,13,0,2019-02-01,"02"
430,8.95833301544189,48,64,7,2,1,1,1,1,1,0,0,0,3,0,2019-07-01,"07"
518.82,8.65999031066895,59.9099998474121,62,NA,3,1,0,1,0,0,0,0,0,13,0,2019-10-01,"10"
195,9.2857141494751,21,120,NA,1,0,0,0,0,0,0,0,0,13,0,2019-03-01,"03"
514.45,7.53552103042603,68.2699966430664,61,NA,3,1,0,1,0,0,0,0,0,13,0,2019-09-01,"09"
637,9.05601406097412,70.3399963378906,60,NA,3,1,0,1,0,0,0,0,0,13,0,2019-09-01,"09"
264,4.72356414794922,55.8899993896484,52,NA,2,1,0,0,0,0,0,0,0,3,0,2019-05-01,"05"
300,9.375,32,60,6,1,0,1,0,1,1,0,0,0,13,0,2019-10-01,"10"
380,6.29973459243774,60.3199996948242,25,7,2,1,0,0,0,0,0,0,0,13,0,2019-11-01,"11"
390,7.95918369293213,49,NA,NA,2,0,0,1,0,0,0,0,1,NA,0,2019-03-01,"03"
470,7.83333349227905,60,NA,4,2,0,1,1,1,1,0,0,0,13,0,2019-01-01,"01"
415,7.15517234802246,58,64,7,3,0,0,1,1,1,0,0,0,13,0,2019-04-01,"04"
460,8.89404487609863,51.7200012207031,62,NA,2,1,0,1,0,0,0,0,0,13,1,2019-03-01,"03"
679,7,97,12,3,5,1,0,1,1,1,0,1,1,13,0,2019-03-01,"03"
542,7.50692558288574,72.1999969482422,46,5,2,1,0,1,1,2,0,0,0,13,0,2019-09-01,"09"
650,10.8333330154419,60,NA,4,3,0,1,0,0,0,0,0,0,4,0,2019-11-01,"11"
368,8,46,39,4,1,1,1,1,1,2,1,0,0,13,1,2019-07-01,"07"
350,7.14285707473755,49,36,7,2,1,1,1,0,0,0,0,0,13,0,2019-01-01,"01"
460,8.2142858505249,56,110,5,3,0,1,1,1,1,0,0,1,4,0,2019-08-01,"08"
365,9.86486530303955,37,120,3,2,0,1,1,1,2,0,0,0,13,0,2019-02-01,"02"
495,7.61538457870483,65,39,7,2,1,1,1,1,1,0,0,1,6,0,2019-03-01,"03"
470,7.83333349227905,60,NA,4,2,0,1,1,1,1,0,0,0,13,0,2019-01-01,"01"
630,8.18181800842285,77,94,7,3,1,0,1,0,0,0,0,0,3,0,2019-04-01,"04"
1400,9.09090900421143,154,15,7,4,1,1,1,0,0,1,0,0,13,0,2019-11-01,"11"
427,7,61,NA,NA,2,0,0,1,1,1,0,0,1,NA,0,2019-01-01,"01"
280,14,20,65,NA,1,0,1,0,0,0,0,0,0,13,0,2019-01-01,"01"
898,8.63461494445801,104,1,1,3,1,0,1,1,2,0,1,0,5,0,2019-03-01,"03"
426.58,7.70417213439941,55.3699989318848,66,NA,2,0,0,1,0,0,0,0,0,13,0,2019-02-01,"02"
585.06,8.50007247924805,68.8300018310547,62,NA,3,1,0,1,0,0,0,0,0,13,0,2019-12-01,"12"
720,8.37209320068359,86,60,6,3.5,0,0,1,0,0,0,0,1,NA,0,2019-10-01,"10"
280,14,20,65,NA,1,0,1,0,0,0,0,0,0,13,0,2019-09-01,"09"
560,8,70,NA,NA,2,0,1,1,0,0,0,0,0,NA,0,2019-09-01,"09"
361.82,4.57999992370605,79,45,NA,3,1,0,1,0,0,1,0,0,13,0,2019-12-01,"12"
725,8.14606761932373,89,73,7,3,1,0,1,1,1,1,0,0,4,0,2019-06-01,"06"
725,9.0625,80,118,6,3,0,0,1,1,2,0,0,0,4,0,2019-07-01,"07"
475,8.6363639831543,55,52,NA,2,1,0,1,0,0,0,0,0,13,0,2019-10-01,"10"
450,9,50,NA,6,3,0,0,1,0,0,0,0,0,6,0,2019-02-01,"02"
600,6.97674417495728,86,92,NA,3.5,0,0,1,0,0,0,0,0,13,0,2019-03-01,"03"
540,10.112359046936,53.4000015258789,NA,7,3,0,0,1,1,1,1,0,0,4,0,2019-03-01,"03"
393.61,5.21199703216553,75.5199966430664,50,NA,3,1,0,1,0,0,0,0,0,13,0,2019-08-01,"08"
595,8.5,70,NA,7,2.5,1,1,0,1,2,0,0,0,6,0,2019-06-01,"06"
596.4,8.39999961853027,71,56,NA,3,1,0,1,0,0,1,0,0,13,0,2019-09-01,"09"
585,8.8636360168457,66,54,6,3,1,0,1,1,2,0,0,0,6,0,2019-09-01,"09"
455,5.54878044128418,82,27,NA,3,1,0,1,1,1,0,0,1,13,0,2019-04-01,"04"
265,6.79487180709839,39,38,7,1,1,0,0,1,1,0,0,0,13,0,2019-05-01,"05"
439,6.72178888320923,65.3099975585938,80,7,3,0,0,0,0,0,0,0,0,NA,0,2019-02-01,"02"
469,7.68348598480225,61.0400009155273,25,7,2,1,0,0,0,0,0,0,0,13,0,2019-01-01,"01"
650,10.6557378768921,61,5,3,2,1,0,0,1,2,0,0,0,12,0,2019-07-01,"07"
602,8.4136962890625,71.5500030517578,57,NA,3,1,0,1,0,0,0,0,0,3,0,2019-01-01,"01"
489,6.79166650772095,72,49,7,3,1,0,1,0,0,0,0,0,13,0,2019-01-01,"01"
550,7.85714292526245,70,NA,4,3,0,0,1,1,2,0,0,0,13,0,2019-01-01,"01"
1365,10.5,130,13,3,4,1,0,1,1,2,1,1,0,13,1,2019-09-01,"09"
451.3,6.93028211593628,65.120002746582,61,NA,3,1,0,1,0,0,0,0,0,13,0,2019-05-01,"05"
632,9.57575798034668,66,3,3,3,1,0,0,0,0,1,0,0,4,0,2019-02-01,"02"
346.39,5.45324325561523,63.5200004577637,27,NA,2,1,0,1,0,0,0,0,0,13,0,2019-02-01,"02"
720,8,90,106,6,4,1,0,1,0,0,0,0,0,3,0,2019-06-01,"06"
475,7.19696950912476,66,NA,6,2,1,1,1,1,2,0,1,0,13,0,2019-10-01,"10"
600,10,60,NA,4,3,0,0,0,0,0,0,0,0,4,0,2019-07-01,"07"
489,6.82865524291992,71.6100006103516,54,7,3,1,0,0,0,0,0,0,0,13,0,2019-06-01,"06"
536,8,67,60,7,3,1,0,1,1,1,1,0,0,4,0,2019-08-01,"08"
595,6.91860485076904,86,61,5,4,1,0,1,0,0,0,0,0,13,0,2019-08-01,"08"
549.8,8.22438335418701,66.8499984741211,62,NA,3,1,0,1,0,0,0,0,0,13,0,2019-01-01,"01"
209.05,4.54456520080566,46,45,NA,2,1,0,1,0,0,0,0,0,13,0,2019-07-01,"07"
285,6.47727251052856,44,50,NA,2,0,0,0,0,0,0,0,1,13,0,2019-07-01,"07"
600,8.82352924346924,68,47,4,2,1,1,1,1,2,0,0,0,NA,0,2019-08-01,"08"
358.67,4.65805196762085,77,45,NA,3,1,0,1,0,0,1,0,0,13,0,2019-12-01,"12"
340.7,4.4899845123291,75.879997253418,51,2,3,1,0,1,0,0,0,0,0,NA,0,2019-07-01,"07"
340,4.8070125579834,70.7300033569336,53,NA,3,1,0,1,0,0,0,0,0,3,0,2019-01-01,"01"
360,8,45,NA,NA,2,0,1,1,0,0,0,0,0,NA,0,2019-09-01,"09"
450,7.5,60,68,5,2,0,1,1,1,1,0,0,0,4,0,2019-05-01,"05"
955,7.3461537361145,130,NA,7,4,1,0,1,1,1,0,0,0,13,0,2019-09-01,"09"
550,7.85714292526245,70,23,7,2,1,0,0,0,0,0,0,0,13,0,2019-11-01,"11"
650,6.84210538864136,95,23,7,4,1,1,1,1,1,0,0,0,6,0,2019-09-01,"09"
648,9,72,31,NA,2,1,0,1,0,0,1,1,1,13,0,2019-09-01,"09"
583.12,8.44244956970215,69.0699996948242,62,NA,3,1,0,1,0,0,0,0,0,13,0,2019-02-01,"02"
695,6.49532699584961,107,116,5,3,0,0,1,1,2,1,0,0,13,1,2019-10-01,"10"
380,14.5593872070312,26.1000003814697,4,3,1,0,1,1,1,2,1,0,0,NA,0,2019-02-01,"02"
279,4.99641847610474,55.8400001525879,91,NA,2,0,0,1,0,0,0,0,0,3,0,2019-03-01,"03"
1164,12,97,4,NA,2,1,1,1,1,2,0,1,0,13,0,2019-07-01,"07"
820,9.84866619110107,83.2600021362305,2,1,2,1,0,1,1,2,1,0,1,5,1,2019-07-01,"07"
712.5,7.5,95,93,5,4,0,0,1,0,0,0,0,1,4,0,2019-12-01,"12"
369,5.04857063293457,73.0899963378906,91,NA,3,1,0,1,0,0,0,0,0,3,0,2019-09-01,"09"
465,4.65000009536743,100,NA,7,3,1,0,1,0,0,0,0,1,10,0,2019-11-01,"11"
450,11.25,40,NA,NA,1,1,1,0,0,0,0,0,1,13,0,2019-06-01,"06"
720,8.37209320068359,86,60,6,3.5,0,0,1,0,0,0,0,1,NA,0,2019-10-01,"10"
185,4.97178173065186,37.2099990844727,91,NA,1,0,0,1,0,0,0,0,0,9,0,2019-03-01,"03"
180,9,20,NA,NA,1,0,1,1,0,0,0,0,0,NA,0,2019-02-01,"02"
470,6.7142858505249,70,NA,5,2,0,1,0,0,0,0,0,0,3,0,2019-04-01,"04"
408.29,5.05998229980469,80.6900024414062,41,NA,2,1,0,1,0,0,1,0,0,13,1,2019-01-01,"01"
549,7.0034441947937,78.3899993896484,23,6,3,1,0,1,1,1,0,0,0,4,0,2019-11-01,"11"
625,6.31313133239746,99,63,7,4,1,0,1,1,1,0,0,1,6,0,2019-11-01,"11"
